0 2268 16 2.15 38.08625953731407
1 4874 11 2.15 39.60104505099824
2 6318 11 2.15 42.78025171778728
3 7360 11 2.15 44.824072884352994
4 8151 12 2.14 44.85495940331749
5 8789 12 2.14 44.907065107656166
6 9228 12 2.14 45.042505674969554
7 9531 108 2.14 45.18215581539064
8 9802 11 2.14 45.234995747596926
9 9913 20 2.21 45.228534542361885
10 9993 11 2.21 45.29228999553345
11 9993 20 2.21 45.29001388914383
12 9898 11 2.21 45.28622037849447
13 9693 12 2.21 45.28683223505081
14 9431 17 2.27 45.29091943684722
15 8973 11 2.27 45.291384447830055
16 8391 11 2.27 45.292314469795706
17 7651 12 2.27 45.29251026389374
18 6624 11 2.27 45.30969119599602
19 5455 11 2.33 45.40000122371312
20 4338 11 2.33 45.62440573431965
21 690 124 2.33 45.659501826391825
22 4507 11 2.33 45.64427883526986
23 6091 11 2.33 45.64376487576253
24 7126 11 2.31 45.65514540771062
25 8017 12 2.31 45.65680965754388
26 8431 10 2.31 45.656785183281634
27 8951 12 2.31 45.65167006247055
28 9353 115 2.31 45.65316299246804
29 9684 12 2.28 45.647680757723165
30 9900 12 2.28 45.64802339739471
31 9996 11 2.28 45.649149213458394
32 9971 11 2.28 45.65389722033566
33 9867 19 2.28 45.661680035732424
34 9746 11 2.26 45.66008920868592
35 9512 12 2.26 45.671200523749214
36 9097 11 2.26 45.673378733089805
37 8590 11 2.26 45.677563831935245
38 7949 12 2.26 45.684587945202125
39 7055 11 2.32 45.696311116821775
40 6011 11 2.32 45.763248224086354
41 5146 11 2.32 45.82590233545648
42 3067 12 2.32 45.8560301522911
43 3258 12 2.32 45.8576209793376
44 5200 12 2.37 45.857914670484654
45 6501 114 2.37 45.873260032917884
46 7544 12 2.37 45.86976021341557
47 8384 12 2.37 45.86716594161665
48 8996 12 2.37 45.86736173571468
49 9468 11 2.18 45.869123882596966
50 9757 12 2.18 45.84526147689936
51 9928 87 2.18 45.84579991066894
52 9999 11 2.18 45.84670545837234
53 9958 11 2.18 45.82876582414019
54 9802 11 2.25 45.82712604856918
55 9668 86 2.25 45.81775240612591
56 9326 11 2.25 45.80436498467299
57 8854 11 2.25 45.80360628254312
58 8258 11 2.25 45.80793822696207
59 7428 11 2.39 45.80375312811664
60 6453 11 2.39 45.82673446037311
61 5539 11 2.39 45.89540924025771
62 3752 12 2.39 45.90666740089453
63 2390 12 2.39 45.89105282157651
64 4775 11 2.76 45.892766019934285
65 6180 110 2.76 45.89352472206416
66 7291 12 2.76 45.88194839601803
67 8062 21 2.76 45.88375949142483
68 8492 20 2.76 45.88586427797867
69 8973 11 2.62 45.88625586617473
70 9349 11 2.62 45.88606007207671
71 9680 12 2.62 45.89078360469172
72 9881 12 2.62 45.896853221730694
73 9981 11 2.62 45.9061534413872
74 9991 11 2.57 45.91621236317358
75 9947 84 2.57 45.907328205975396
76 9786 12 2.57 45.90935956974247
77 9542 11 2.57 45.91239437826196
78 9149 71 2.57 45.89592319976504
79 8583 11 2.52 45.89665742763267
80 7841 11 2.52 45.8972203356645
81 6920 11 2.52 45.882339984214106
82 5757 12 2.52 45.884518193554705
83 3926 108 2.52 45.89342682501515
84 2182 11 2.96 45.88314763486848
85 4819 12 2.96 45.88429792519442
86 6259 11 2.96 45.89379393894896
87 7368 11 2.96 45.89734270697578
88 8107 11 2.96 45.902849415982914
89 8685 12 2.96 45.906618452370026
90 9194 11 2.96 45.90622686417396
91 9406 12 2.96 45.908282702203294
92 9690 11 2.96 45.91276149219578
93 9892 116 2.96 45.91356914285015
94 9980 19 2.97 45.91352019432564
95 9999 20 2.97 45.915037598585386
96 9978 20 2.97 45.914229947931005
97 9865 12 2.97 45.914988650060884
98 9604 11 2.97 45.914621536127065
99 9247 76 2.89 45.89014727387312
100 8819 54 2.89 45.89048991354466
101 8084 11 2.89 45.890685707642696
102 7222 11 2.89 45.89066123338045
103 6121 11 2.89 45.89291286550781
104 4440 11 2.98 45.89898248254679
105 1490 12 2.98 45.901576754345705
106 3938 12 2.98 45.9011606918874
107 5736 13 2.98 45.899814607463426
108 6820 12 2.98 45.96139185129439
109 7309 12 3.38 46.03728653854391
110 8172 111 3.38 46.04426170328628
111 8813 11 3.38 46.03305249117396
112 9280 11 3.38 46.033028016911715
113 9597 11 3.38 46.04761467721508
114 9833 11 3.27 46.04761467721508
115 9936 12 3.27 46.043356155582885
116 9997 11 3.27 46.04362537246768
117 9976 12 3.27 46.04303799017359
118 9883 20 3.27 46.07240710487833
119 9833 90 3.25 46.12823289707961
120 9568 12 3.25 46.12911397052075
121 9154 12 3.25 46.128918176422715
122 8570 12 3.25 46.12945661019231
123 7763 11 3.25 46.12926081609427
124 6792 11 3.23 46.128697908062435
125 5528 11 3.23 46.120670350043135
