0 2500 11 3.88 38.37094415585211
1 4597 12 3.88 42.079357795358455
2 5622 19 3.73 43.25238471092837
3 6443 20 3.73 45.22395785532039
4 7117 19 3.73 45.16492593476386
5 7675 19 3.73 45.18944914554231
6 8143 19 3.73 45.26646964885552
7 8685 117 3.59 45.39784748863477
8 9189 11 3.59 45.48820646487638
9 9546 11 3.59 45.61769978646206
10 9789 11 3.59 45.756101739508196
11 9883 11 3.59 45.95238532278493
12 9990 12 3.54 45.96320294670117
13 9993 11 3.54 45.97864620618343
14 9913 110 3.54 46.010120107442006
15 9717 11 3.54 46.00965509645919
16 9435 12 3.54 46.061687378011094
17 9326 783 3.82 46.127327349376216
18 8946 19 3.82 46.11731737611434
19 8609 19 3.82 46.14558514901766
20 8084 113 3.82 46.1455117262309
21 7222 11 3.82 46.14653964524557
22 6200 11 4.15 46.17120970159756
23 4797 109 4.15 46.31205908086908
24 1874 11 4.15 46.37490898633724
25 1203 1062 4.15 46.45009391998139
26 4316 11 4.15 46.437489674920606
27 5859 11 4.06 46.45655512521645
28 6947 11 4.06 46.46198841143683
29 7880 11 4.06 46.4646561060225
30 8512 11 4.06 46.465953241921966
31 9023 11 4.06 46.60925004741888
32 9456 11 3.98 46.673421563048755
33 9655 1410 3.98 46.824550132466946
34 9883 12 3.98 46.81292485789631
35 9982 12 3.98 46.825798319841894
36 9993 112 3.9 46.829151293770686
37 9898 11 3.9 46.82895549967265
38 9720 11 3.9 46.82836811737856
39 9452 11 3.9 46.8786872005727
40 9028 11 3.9 46.940166547354636
41 8525 11 3.91 47.064446851080234
42 7888 11 3.91 47.20118455429309
43 7444 1769 3.91 47.2797469361283
44 6829 20 3.83 47.268709043851764
45 6121 19 3.83 47.27859664580236
46 5253 19 3.83 47.278229531868554
47 4110 20 3.83 47.27842532596658
48 2329 19 3.83 47.27783794367249
49 3198 11 3.69 47.278229531868554
50 5210 11 3.69 47.279135079571944
51 6501 12 3.69 47.279551142030265
52 7553 11 3.69 47.28123986612579
53 8272 11 3.69 47.371231728433585
54 8830 11 3.63 47.50907077344787
55 9313 11 3.63 47.57170041055575
56 9538 2064 3.63 47.72219264915534
57 9811 11 3.63 47.689030023801216
58 9948 11 3.5 47.723073722596475
59 9996 19 3.5 47.725031663576786
60 9994 19 3.5 47.72331846521901
61 9954 19 3.5 47.71786070473638
62 9839 11 3.5 47.71389587425124
63 9607 113 3.46 47.71296585228559
64 9317 20 3.46 47.71467905064337
65 8951 11 3.46 47.714874844741395
66 8438 12 3.46 47.76538972203357
67 7794 11 3.46 47.89101611018312
68 6820 12 3.26 47.96695974595716
69 5674 12 3.26 48.092806402467005
70 4168 2390 3.56 48.26079773857816
71 1812 11 3.56 48.24640687237284
72 4552 12 3.56 48.260259304808585
73 6041 11 3.56 48.2529659746569
74 7205 11 3.56 48.25144857039716
75 7957 11 3.92 48.246113181225795
76 8525 11 3.92 48.24481604532633
77 9087 11 3.92 48.23874642828735
78 9460 11 3.92 48.23894222238538
79 9729 11 3.92 48.23894222238538
80 9918 12 3.85 48.26490941463683
81 9993 11 3.85 48.40370295587903
82 9992 19 3.85 48.467629728886365
83 9926 11 3.85 48.595409852114265
84 9743 11 3.85 48.66983608362856
85 9735 2683 4.18 48.735867643189735
86 9460 11 4.18 48.725417133207294
87 9113 11 4.18 48.733542588275604
88 8590 120 4.48 48.70040443718374
89 7880 11 4.48 48.700184168823455
90 7152 19 4.48 48.70057575701953
91 6510 19 4.48 48.700184168823455
92 5726 19 4.48 48.70037996292149
93 4742 19 4.29 48.70113866505137
94 3388 19 4.29 48.70091839669109
95 2206 12 4.29 48.70167709882095
96 4708 11 4.29 48.70128551062489
97 6141 11 4.29 48.70121208783813
98 7082 19 4.1 48.77659281558031
99 7634 19 4.1 48.839246926950445
100 8251 104 4.1 48.9645062011662
101 8635 19 4.1 49.039764557597124
102 8979 12 4.1 49.10317737109712
103 9414 11 4.01 49.14473466840435
104 9607 3091 4.01 49.298995943391034
105 9855 11 4.01 49.285437202102344
106 9970 11 3.93 49.29388082257995
107 9998 11 3.93 49.29388082257995
108 9967 20 3.93 49.29671983700141
109 9898 19 3.93 49.296793259788174
110 9752 11 3.93 49.29613245470732
111 9492 11 3.78 49.31230994205718
112 9128 115 3.78 49.324498124659655
113 8583 11 3.78 49.32474286728219
114 7964 11 3.78 49.32474286728219
115 7170 11 3.78 49.32474286728219
116 6239 19 3.64 49.324914187117976
117 5402 20 3.64 49.32892796612762
118 3741 11 3.64 49.3770443657189
119 1825 12 3.64 49.515642112863056
120 4530 11 3.64 49.65264903296072
121 6170 11 3.5 49.716037372198464
122 7179 12 3.5 49.85443932524459
123 7919 3530 3.78 50.0103893243268
124 8641 12 3.78 49.99869062696941
125 9118 11 3.78 50.00850480613325
126 9480 11 3.78 50.00755030990535
127 9768 12 3.72 50.01222489399585
128 9885 20 3.72 50.00919008547636
129 9956 122 3.72 50.00919008547636
130 9995 12 3.72 50.008798497280296
131 9972 12 3.72 50.00970404498369
132 9861 8 3.58 50.01273885350319
133 9661 11 3.58 50.013693349731085
134 9317 10 3.58 50.014452051860964
135 8923 11 3.58 50.01325281301052
136 8384 123 3.58 50.012371739569375
137 7771 20 3.54 50.01166198596401
138 7248 19 3.54 50.074976902414996
139 6624 19 3.54 50.153221118840904
140 5879 19 3.54 50.21607102430906
141 4950 19 3.54 50.27887198125271
142 3234 19 3.49 50.40493890612285
143 1129 19 3.49 50.48183703812478
144 3775 11 3.49 50.54449114949492
145 5591 120 3.49 50.669628052399396
146 6366 3989 3.85 50.76209181519484
147 7478 11 3.85 50.752522378653545
148 8187 12 3.85 50.76664402797408
149 8765 118 3.79 50.76740273010395
150 9257 11 3.79 50.765860851581955
151 9586 12 3.79 50.7639763333884
152 9816 12 3.79 50.7639763333884
153 9961 11 3.79 50.81055085445768
154 9999 11 3.72 50.76143101011399
155 9952 12 3.72 50.76218971224386
156 9802 12 3.72 50.81216615576644
157 9648 19 3.72 50.76378053929037
158 9468 19 3.72 50.76194496962132
159 9257 118 3.58 50.76231208355513
160 8789 11 3.58 50.76260577470218
161 8230 11 3.58 50.762067340932596
162 7486 114 3.58 50.85017468504684
163 6395 11 3.58 50.91510490280658
164 5081 12 3.94 51.05316421618116
165 3007 116 3.94 51.19122352955573
166 3376 11 3.94 51.254513971744466
167 5285 11 3.94 51.39306277036412
168 6577 117 3.94 51.518591261464664
169 7170 4506 4.12 51.62395296046795
170 8092 11 4.12 51.61555828851484
171 8691 11 4.12 51.631735775864705
172 9128 11 4.12 51.63396293372982
173 9527 11 4.12 51.635676132087596
174 9752 19 3.95 51.635651657825335
175 9869 19 3.95 51.635847451923375
176 9950 19 3.95 51.6360432460214
177 9991 20 3.95 51.63751170175664
178 9998 19 3.95 51.646811921413146
179 9969 20 3.87 51.647546149280764
180 9903 19 3.87 51.65398288025355
181 9802 19 3.87 51.6638460079419
182 9661 19 3.87 51.6564547807412
183 9484 19 3.87 51.66795768400056
