0 99937979 144434 190
1 99811812 507991 205
2 99683856 384769 660
3 99562564 371746 895
4 99441885 372251 1123
5 99323122 368481 1432
6 99205211 367210 1666
7 99029264 489332 1663
8 98859616 544316 1553
9 98656363 560173 1755
10 98438818 606526 2057
11 98313181 332771 2659
12 98077254 620379 2894
13 97983796 542103 3220
14 97709471 506308 3632
15 97486595 611922 3339
16 97282912 551066 3639
17 97221712 170868 4402
18 97043184 513804 4620
19 96923204 366695 5207
20 96749222 460241 5630
21 96494241 568053 5824
22 96300626 541864 6150
23 96103867 547433 5791
24 95873494 601779 5787
25 95850434 60729 6814
26 95639073 626712 6580
27 95443309 531029 6900
28 95252017 533182 7224
29 95026018 601096 7469
30 94838936 532760 7691
31 94627508 535160 8012
32 94396549 606696 8257
33 94258326 381773 8847
34 94019847 627165 9087
35 93765080 480036 9451
36 93532301 534840 9706
37 93307233 607355 9934
38 93110647 542840 10245
39 92920251 539881 10545
40 92702711 606373 10686
41 92507496 537488 11009
42 92307209 531801 11340
43 92191888 309677 13115
44 92070977 374799 13714
45 91954098 362265 12926
46 91836072 360045 13473
47 91716826 365886 13976
48 91597677 365432 14483
49 91434062 469816 14964
50 91232839 546637 15171
51 91030183 540266 15491
52 90787216 591121 15757
53 90585575 542316 16061
54 90387130 539330 16376
55 90162499 606895 16507
56 90022500 381321 18707
57 89775538 604187 18949
58 89559171 514962 19288
59 89399157 437081 19711
60 89281607 362065 18437
61 89166143 361011 18691
62 89002056 495298 18661
63 88775813 570110 18544
64 88587238 488434 18541
65 88411885 480784 18548
66 88228493 539006 18751
67 88045156 537856 18980
68 87820775 607555 19224
69 87627614 537796 19544
70 87452466 508803 22124
71 87220380 621804 22352
72 87025272 544400 22575
73 86825364 545471 22878
74 86615042 611531 23115
75 86461444 541893 23433
76 86348165 549389 21711
77 86114862 609607 21936
78 85901062 524975 22270
79 85698167 531958 22366
80 85458715 590117 22155
81 85265608 534752 21991
82 85114915 437394 22398
83 84939424 480888 22779
84 84713004 602822 23029
85 84696201 17797 25721
86 84564987 623669 25648
87 84374311 508256 25940
88 84154927 578599 26172
89 83930553 600302 26400
90 83752985 480906 26776
91 83635222 363755 27286
92 83518896 364871 27789
93 83400068 364497 28390
94 83283323 363277 28896
95 83085022 463753 29284
96 82874641 529888 27327
97 82656451 525593 27593
98 82479773 482558 27970
99 82362511 364359 28572
100 82192856 477124 28999
101 82073585 359921 29510
102 81948964 389419 29980
103 81727992 597483 30084
104 81591835 336724 33399
105 81359393 624315 33440
106 81157519 533580 33772
107 80956563 538658 34088
108 80861942 425807 34532
109 80743205 364548 35038
110 80576773 466280 35429
111 80372469 539369 35741
112 80167689 534130 36057
113 79937599 606123 36298
114 79750818 540233 36154
115 79541788 531759 36481
116 79362986 490010 36851
117 79247213 360721 34786
118 79002101 437149 35184
119 78812081 523182 35428
120 78619318 535490 35743
121 78395288 605229 35990
122 78213848 540943 36293
123 78031573 502768 40007
124 77801706 627435 39990
125 77604551 533978 39891
126 77398128 530772 39799
127 77165945 596347 39486
128 77041432 380833 39772
129 76930187 346382 40312
130 76807230 372686 40809
131 76573255 595318 41066
132 76369167 527219 41402
133 76170915 535222 41724
134 75934546 600000 41409
135 75743806 513768 41505
136 75536211 541880 41628
137 75352869 487350 41614
138 75239231 358131 42001
139 75123524 361796 42501
140 75008852 360444 43025
141 74892147 362264 43639
142 74730429 454052 41067
143 74615089 361312 41604
144 74478565 399674 42073
145 74270531 563773 42415
146 74137521 332127 46436
147 73903459 612316 46490
148 73701269 515073 46438
149 73500393 536763 46324
150 73279448 598740 46579
151 73077620 546752 46894
152 72880695 544921 47206
153 72668401 608732 47347
154 72467652 540002 47662
155 72255432 521393 47987
156 72034252 573503 48268
157 71903930 386798 48753
158 71790397 354377 49133
159 71679710 345845 49438
160 71497130 603852 49377
161 71306748 534471 49683
162 71097715 545250 50009
163 70867277 604657 50148
164 70658465 530779 50473
165 70459415 536207 50780
166 70223123 597529 51027
167 70005615 518248 51362
168 69791856 545960 48204
169 69682539 340069 53173
170 69432902 619876 53291
171 69221723 528374 53622
172 69067927 538202 53933
173 68830329 587737 54198
174 68650269 478747 54299
175 68532183 364145 54522
176 68415656 361869 54741
177 68300003 361825 55027
178 68180672 359156 55642
179 68068232 351815 56156
180 67950790 364032 56656
181 67836894 355193 57168
182 67720048 361734 57678
183 67605407 352976 58297
